path,filename,ext,size_bytes,category_hint
"/Volumes/Untitled/업로드 전/[전문대교협] 지역별 교직과정 개설 학과(20250820).pdf","[전문대교협] 지역별 교직과정 개설 학과(20250820).pdf",pdf,168555,"기타"
"/Volumes/Untitled/업로드 전/[종로학원]2025수능 사탐런 가능성판단.pdf","[종로학원]2025수능 사탐런 가능성판단.pdf",pdf,227436,"기타"
"/Volumes/Untitled/업로드 전/[중학교]고교학점제와 학생부 차별화 전략_학남고 은동현(배포용).pdf","[중학교]고교학점제와 학생부 차별화 전략_학남고 은동현(배포용).pdf",pdf,9502084,"기타"
"/Volumes/Untitled/업로드 전/[지학사] 독서 토론과 글쓰기 활동 자료집(교사용).pdf","[지학사] 독서 토론과 글쓰기 활동 자료집(교사용).pdf",pdf,2137642,"기타"
"/Volumes/Untitled/업로드 전/[지학사] 독서 토론과 글쓰기 활동 자료집(학생용).pdf","[지학사] 독서 토론과 글쓰기 활동 자료집(학생용).pdf",pdf,1998355,"기타"
"/Volumes/Untitled/업로드 전/[진로 로드맵] 호텔리어의 자질과 소양.pdf","[진로 로드맵] 호텔리어의 자질과 소양.pdf",pdf,108875,"기타"
"/Volumes/Untitled/업로드 전/[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(과학).pdf","[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(과학).pdf",pdf,10404876,"기타"
"/Volumes/Untitled/업로드 전/[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(수학).pdf","[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(수학).pdf",pdf,8753793,"기타"
"/Volumes/Untitled/업로드 전/[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(의학).pdf","[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(의학).pdf",pdf,5299971,"기타"
"/Volumes/Untitled/업로드 전/[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(인문계열).pdf","[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(인문계열).pdf",pdf,4294596,"기타"
"/Volumes/Untitled/업로드 전/[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(자연_연세·고려).pdf","[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(자연_연세·고려).pdf",pdf,3095026,"기타"
"/Volumes/Untitled/업로드 전/[충청남도교육청] 2027학년도 정시 대입정보 미리보기.pdf","[충청남도교육청] 2027학년도 정시 대입정보 미리보기.pdf",pdf,2594655,"기타"
"/Volumes/Untitled/업로드 전/[충청남도교육청] 온독지수 도서목록 (2025).xlsx","[충청남도교육청] 온독지수 도서목록 (2025).xlsx",xlsx,52214,"기타"
"/Volumes/Untitled/업로드 전/[충청남도교육청] 의약학계열 독서 연계활동 자료집.pdf","[충청남도교육청] 의약학계열 독서 연계활동 자료집.pdf",pdf,1873827,"기타"
"/Volumes/Untitled/업로드 전/[특강] 필수현대시95선-기초속성 각론.hwp","[특강] 필수현대시95선-기초속성 각론.hwp",hwp,15361024,"기타"
"/Volumes/Untitled/업로드 전/[특별기획] 다시, 읽기로_1부 읽기 도파민_by EBS Documentary (EBS 다큐)_from Youtube to Lilys_20251229.pdf","[특별기획] 다시, 읽기로_1부 읽기 도파민_by EBS Documentary (EBS 다큐)_from Youtube to Lilys_20251229.pdf",pdf,2211676,"기타"
"/Volumes/Untitled/업로드 전/[학원.소개서_2025]초중등.진로진학멘토링 v1.4.pdf","[학원.소개서_2025]초중등.진로진학멘토링 v1.4.pdf",pdf,534312,"기타"
"/Volumes/Untitled/업로드 전/[해군사관학교] 2026년 2월의 추천도서.pdf","[해군사관학교] 2026년 2월의 추천도서.pdf",pdf,9232181,"기타"
"/Volumes/Untitled/업로드 전/[현대시] 1권과제장.zip","[현대시] 1권과제장.zip",zip,33942538,"기타"
"/Volumes/Untitled/업로드 전/[현대시] 2권과제장.zip","[현대시] 2권과제장.zip",zip,46577823,"기타"
"/Volumes/Untitled/업로드 전/[EBS] 2026년 자기주도학습 초중등 교재 로드맵.pdf","[EBS] 2026년 자기주도학습 초중등 교재 로드맵.pdf",pdf,1192608,"기타"
"/Volumes/Untitled/업로드 전/[Etoos 교육평가연구소] 2026년 2월 1주차 주간 콘텐츠_탐구 선택과목 결정 변수-① 응시 인원 변화_최종(배포용).hwp","[Etoos 교육평가연구소] 2026년 2월 1주차 주간 콘텐츠_탐구 선택과목 결정 변수-① 응시 인원 변화_최종(배포용).hwp",hwp,64512,"기타"
"/Volumes/Untitled/업로드 전/[IT&Future_Strategy_2025-5]_글로벌_AI∙디지털_혁신_사례로_본_국내_기업_AX_전략.pdf","[IT&Future_Strategy_2025-5]_글로벌_AI∙디지털_혁신_사례로_본_국내_기업_AX_전략.pdf",pdf,7193581,"기타"
"/Volumes/Untitled/업로드 전/[KENTECH] 2027학년도 입학전형시행계획.pdf","[KENTECH] 2027학년도 입학전형시행계획.pdf",pdf,128726,"기타"
"/Volumes/Untitled/업로드 전/「개념기반탐구독서(개념탐독)」 수업지도안 예시 자료(해누리중 미술교과).hwp","「개념기반탐구독서(개념탐독)」 수업지도안 예시 자료(해누리중 미술교과).hwp",hwp,69632,"기타"
"/Volumes/Untitled/업로드 전/「개념기반탐구독서(개념탐독)」 안내 자료.hwp","「개념기반탐구독서(개념탐독)」 안내 자료.hwp",hwp,968192,"기타"
"/Volumes/Untitled/업로드 전/『오감도』를 중심으로 본 이상 시인의 시 세계 심층 분석_by Chat GPT Deep Research Report_20250821.pdf","『오감도』를 중심으로 본 이상 시인의 시 세계 심층 분석_by Chat GPT Deep Research Report_20250821.pdf",pdf,1648983,"기타"
"/Volumes/Untitled/업로드 전/『오감도』를 중심으로 본 이상 시인의 시 세계 심층 분석_by Chat GPT Deep Research to Gamma_20250821.pdf","『오감도』를 중심으로 본 이상 시인의 시 세계 심층 분석_by Chat GPT Deep Research to Gamma_20250821.pdf",pdf,2789689,"기타"
"/Volumes/Untitled/업로드 전/『오감도』를 중심으로 본 이상 시인의 시 세계 심층 분석_by Chat GPT Deep Research to Mapify_20250821.pdf","『오감도』를 중심으로 본 이상 시인의 시 세계 심층 분석_by Chat GPT Deep Research to Mapify_20250821.pdf",pdf,2053267,"기타"
"/Volumes/Untitled/업로드 전/『코스모스 COSMOS 』 칼 세이건 _ 우리도 코스모스의 일부이다_Lilys 요약.pdf","『코스모스 COSMOS 』 칼 세이건 _ 우리도 코스모스의 일부이다_Lilys 요약.pdf",pdf,1386792,"기타"
"/Volumes/Untitled/업로드 전/@2025년 10월 고1 모의고사_한줄해석.pdf","@2025년 10월 고1 모의고사_한줄해석.pdf",pdf,2752118,"기타"
"/Volumes/Untitled/업로드 전/@2025년 10월 고2 모의고사_한줄해석.pdf","@2025년 10월 고2 모의고사_한줄해석.pdf",pdf,3506990,"기타"
"/Volumes/Untitled/업로드 전/★(고등학교)+2022+개정+교육과정+범교과+주제+적용+안내자료.hwp","★(고등학교)+2022+개정+교육과정+범교과+주제+적용+안내자료.hwp",hwp,26567680,"기타"
"/Volumes/Untitled/업로드 전/★(중학교)+2022+개정+교육과정+범교과+주제+적용+안내자료_교육부.pdf","★(중학교)+2022+개정+교육과정+범교과+주제+적용+안내자료_교육부.pdf",pdf,11232553,"기타"
"/Volumes/Untitled/업로드 전/★(중학교)+2022+개정+교육과정+범교과+주제+적용+안내자료.hwp","★(중학교)+2022+개정+교육과정+범교과+주제+적용+안내자료.hwp",hwp,35232768,"기타"
"/Volumes/Untitled/업로드 전/★(초등학교)+2022+개정+교육과정+범교과+주제+적용+안내자료.hwp","★(초등학교)+2022+개정+교육과정+범교과+주제+적용+안내자료.hwp",hwp,63307776,"기타"
"/Volumes/Untitled/업로드 전/★박용후강연록(20250617_90m).pptx","★박용후강연록(20250617_90m).pptx",pptx,4055896610,"기타"
"/Volumes/Untitled/업로드 전/★박용후강연록(20250617_90m).zip","★박용후강연록(20250617_90m).zip",zip,4042638133,"기타"
"/Volumes/Untitled/업로드 전/📢 학생의 성장을 가속화하는 칭찬의 기술 12가지 🚀.hwp","📢 학생의 성장을 가속화하는 칭찬의 기술 12가지 🚀.hwp",hwp,107008,"기타"
"/Volumes/Untitled/업로드 전/🔥 윈터 스쿨 집중력 폭발! 스마트폰, 이젠 네가 나를 따라와!.pptx","🔥 윈터 스쿨 집중력 폭발! 스마트폰, 이젠 네가 나를 따라와!.pptx",pptx,8597134,"기타"
"/Volumes/Untitled/업로드 전/🚨 학원 변화를 망치는 10가지 실수 🚨.hwp","🚨 학원 변화를 망치는 10가지 실수 🚨.hwp",hwp,166400,"기타"
"/Volumes/Untitled/업로드 전/0_첨부2_별첨.zip","0_첨부2_별첨.zip",zip,420505,"기타"
"/Volumes/Untitled/업로드 전/1 독특한 메커니즘을 활용한 차별화 마케팅.pdf","1 독특한 메커니즘을 활용한 차별화 마케팅.pdf",pdf,424976,"기타"
"/Volumes/Untitled/업로드 전/1_쎈(SEN)진학 2026 대입 수시 진학지도 길잡이(총론).pdf","1_쎈(SEN)진학 2026 대입 수시 진학지도 길잡이(총론).pdf",pdf,7306672,"기타"
"/Volumes/Untitled/업로드 전/1_v0721_바이오리포트_신약개발_최종.pdf","1_v0721_바이오리포트_신약개발_최종.pdf",pdf,14372540,"기타"
"/Volumes/Untitled/업로드 전/1-1. 2022 개정 교육과정과 대입.pdf","1-1. 2022 개정 교육과정과 대입.pdf",pdf,3863876,"기타"
"/Volumes/Untitled/업로드 전/1-2. 과목 선택 지도.pdf","1-2. 과목 선택 지도.pdf",pdf,12413656,"기타"
"/Volumes/Untitled/업로드 전/1. (학생학부모용) 2026 대입 수시 모집의 이해와 대비.pdf","1. (학생학부모용) 2026 대입 수시 모집의 이해와 대비.pdf",pdf,3270795,"기타"
"/Volumes/Untitled/업로드 전/1. [학생용] 고교학점제 워크북.pdf","1. [학생용] 고교학점제 워크북.pdf",pdf,50300166,"기타"
"/Volumes/Untitled/업로드 전/01. 2022 연수자료_창의적 체험활동_초중 공통.pptx","01. 2022 연수자료_창의적 체험활동_초중 공통.pptx",pptx,26516496,"기타"
"/Volumes/Untitled/업로드 전/1. 2025학년도 유치원 신입생 학부모교육자료  부모, 학부모가 되다 .pdf","1. 2025학년도 유치원 신입생 학부모교육자료  부모, 학부모가 되다 .pdf",pdf,1528694,"기타"
"/Volumes/Untitled/업로드 전/1. 2026 주요 대학 수시모집전형 분석 및 지원 전략(2025.7.11)-전남교육청(제출용).pdf","1. 2026 주요 대학 수시모집전형 분석 및 지원 전략(2025.7.11)-전남교육청(제출용).pdf",pdf,14473002,"기타"
"/Volumes/Untitled/업로드 전/1. 내근직 계약서(정규)_완료.hwp","1. 내근직 계약서(정규)_완료.hwp",hwp,58368,"기타"
"/Volumes/Untitled/업로드 전/01. 중3 원과 현(신사고수학).hwp","01. 중3 원과 현(신사고수학).hwp",hwp,202240,"기타"
"/Volumes/Untitled/업로드 전/1.2025학년도 7월 고3 전국연합학력평가 채점결과.hwp","1.2025학년도 7월 고3 전국연합학력평가 채점결과.hwp",hwp,540672,"기타"
"/Volumes/Untitled/업로드 전/2_쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅰ(서울권).pdf","2_쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅰ(서울권).pdf",pdf,11731125,"기타"
"/Volumes/Untitled/업로드 전/2_v0721_바이오리포트_진단및예방_최종.pdf","2_v0721_바이오리포트_진단및예방_최종.pdf",pdf,9801344,"기타"
"/Volumes/Untitled/업로드 전/2-1. 학생부와 대입.pdf","2-1. 학생부와 대입.pdf",pdf,4908054,"기타"
"/Volumes/Untitled/업로드 전/2-1.꿈을 디자인하는 진로·진학·직업 로드맵 (중학교)_인천광역시교육청.pdf","2-1.꿈을 디자인하는 진로·진학·직업 로드맵 (중학교)_인천광역시교육청.pdf",pdf,68890191,"기타"
"/Volumes/Untitled/업로드 전/2-2. 성공적인 진학지도.pdf","2-2. 성공적인 진학지도.pdf",pdf,10434107,"기타"
"/Volumes/Untitled/업로드 전/2,000억에 팔린 런던 베이글 뮤지엄(런베뮤)_by 대신TV with 정형근 회계사_from Youtube to Gamma_20250721.pdf","2,000억에 팔린 런던 베이글 뮤지엄(런베뮤)_by 대신TV with 정형근 회계사_from Youtube to Gamma_20250721.pdf",pdf,2730594,"기타"
"/Volumes/Untitled/업로드 전/2,000억에 팔린 런던 베이글 뮤지엄(런베뮤)_by 대신TV with 정형근 회계사_from Youtube to Mapify_20250721.pdf","2,000억에 팔린 런던 베이글 뮤지엄(런베뮤)_by 대신TV with 정형근 회계사_from Youtube to Mapify_20250721.pdf",pdf,2023318,"기타"
"/Volumes/Untitled/업로드 전/2. (학생학부모용) 2025 대입 수시모집 결과 및 2026 대입 수시모집의 방향.pdf","2. (학생학부모용) 2025 대입 수시모집 결과 및 2026 대입 수시모집의 방향.pdf",pdf,7424013,"기타"
"/Volumes/Untitled/업로드 전/2. [교사용] 고교학점제 워크북 교사용 가이드.pdf","2. [교사용] 고교학점제 워크북 교사용 가이드.pdf",pdf,61284545,"기타"
"/Volumes/Untitled/업로드 전/02. ［서울시교육청］12.10.（수） 10시 （별첨） （중등교육과） 미래형 대입 제도 제안.hwp","02. ［서울시교육청］12.10.（수） 10시 （별첨） （중등교육과） 미래형 대입 제도 제안.hwp",hwp,306688,"기타"
"/Volumes/Untitled/업로드 전/2. 2025 고3부장 연수 강의(제출용)(2025.7.11.).pdf","2. 2025 고3부장 연수 강의(제출용)(2025.7.11.).pdf",pdf,3202562,"기타"
"/Volumes/Untitled/업로드 전/2. 2025학년도 초등학교 신입생 학부모교육자료  부모, 학부모가 되다 .pdf","2. 2025학년도 초등학교 신입생 학부모교육자료  부모, 학부모가 되다 .pdf",pdf,1666337,"기타"
"/Volumes/Untitled/업로드 전/2. 데스크 계약서(정규)_완료.hwp","2. 데스크 계약서(정규)_완료.hwp",hwp,66048,"기타"
"/Volumes/Untitled/업로드 전/02. 중2 외심과 각의 성질(신사고 수학).hwp","02. 중2 외심과 각의 성질(신사고 수학).hwp",hwp,88064,"기타"
"/Volumes/Untitled/업로드 전/2.2025학년도 7월 고3 전국연합학력평가 통계자료.xlsx","2.2025학년도 7월 고3 전국연합학력평가 통계자료.xlsx",xlsx,60965,"기타"
"/Volumes/Untitled/업로드 전/3_쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅱ(수도권_국가거점국립대).pdf","3_쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅱ(수도권_국가거점국립대).pdf",pdf,7415557,"기타"
"/Volumes/Untitled/업로드 전/3_v0721_바이오리포트_빅데이터_최종.pdf","3_v0721_바이오리포트_빅데이터_최종.pdf",pdf,8117601,"기타"
"/Volumes/Untitled/업로드 전/3-1. 2027 대입 정시전형의 이해.pdf","3-1. 2027 대입 정시전형의 이해.pdf",pdf,1857834,"기타"
"/Volumes/Untitled/업로드 전/3-2. 2027 대입 수시전형의 이해.pdf","3-2. 2027 대입 수시전형의 이해.pdf",pdf,4228620,"기타"
"/Volumes/Untitled/업로드 전/3. (교사용)2026 대입 수시모집 미술계열 분석과 전략.pdf","3. (교사용)2026 대입 수시모집 미술계열 분석과 전략.pdf",pdf,7701178,"기타"
"/Volumes/Untitled/업로드 전/3. [교사용] 고교학점제 워크북 수업연계활동자료.pdf","3. [교사용] 고교학점제 워크북 수업연계활동자료.pdf",pdf,32947742,"기타"
"/Volumes/Untitled/업로드 전/3. 2025_전남교육청_의대전략및MMI이해(제출).pdf","3. 2025_전남교육청_의대전략및MMI이해(제출).pdf",pdf,5392602,"기타"
"/Volumes/Untitled/업로드 전/3. 급여제 강사 계약서(정규)_완료.hwp","3. 급여제 강사 계약서(정규)_완료.hwp",hwp,66048,"기타"
"/Volumes/Untitled/업로드 전/3주차 운영 교수팀 회의 양식.xlsx","3주차 운영 교수팀 회의 양식.xlsx",xlsx,27705,"기타"
"/Volumes/Untitled/업로드 전/4_쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅲ(전문대_특성화고특별전형).pdf","4_쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅲ(전문대_특성화고특별전형).pdf",pdf,5047766,"기타"
"/Volumes/Untitled/업로드 전/4_v0721_바이오리포트_인체건강_최종.pdf","4_v0721_바이오리포트_인체건강_최종.pdf",pdf,6888220,"기타"
"/Volumes/Untitled/업로드 전/4. (조만기) 2026 농어촌(전남교육청).pptx","4. (조만기) 2026 농어촌(전남교육청).pptx",pptx,6611237,"기타"
"/Volumes/Untitled/업로드 전/4. 프리랜서 강사 계약서_완료.hwp","4. 프리랜서 강사 계약서_완료.hwp",hwp,71168,"기타"
"/Volumes/Untitled/업로드 전/4월 내신대비 깜짝 챌린지.xlsx","4월 내신대비 깜짝 챌린지.xlsx",xlsx,11990,"기타"
"/Volumes/Untitled/업로드 전/5_v0721_바이오리포트_오가노이드_최종.pdf","5_v0721_바이오리포트_오가노이드_최종.pdf",pdf,5124082,"기타"
"/Volumes/Untitled/업로드 전/5-1. [의약학계_물리학] 2026 모의논술고사 문제지_fv.pdf","5-1. [의약학계_물리학] 2026 모의논술고사 문제지_fv.pdf",pdf,272903,"기타"
"/Volumes/Untitled/업로드 전/5-2. [의약학계_물리학] 2026 모의논술고사 예시답안 및 채점기준_fv.pdf","5-2. [의약학계_물리학] 2026 모의논술고사 예시답안 및 채점기준_fv.pdf",pdf,164693,"기타"
"/Volumes/Untitled/업로드 전/6-1. [의약학계_화학] 2026 모의논술고사 문제지_fv.pdf","6-1. [의약학계_화학] 2026 모의논술고사 문제지_fv.pdf",pdf,326501,"기타"
"/Volumes/Untitled/업로드 전/6-2. [의약학계_화학] 2026 모의논술고사 예시답안 및 채점기준_fv.pdf","6-2. [의약학계_화학] 2026 모의논술고사 예시답안 및 채점기준_fv.pdf",pdf,335890,"기타"
"/Volumes/Untitled/업로드 전/7_v0721_바이오리포트_합성생물학_최종.pdf","7_v0721_바이오리포트_합성생물학_최종.pdf",pdf,5099975,"기타"
"/Volumes/Untitled/업로드 전/7-1. [의약학계_생명과학] 2026 모의논술고사 문제지_fv.pdf","7-1. [의약학계_생명과학] 2026 모의논술고사 문제지_fv.pdf",pdf,280351,"기타"
"/Volumes/Untitled/업로드 전/7-2. [의약학계_생명과학] 2026 모의논술고사 예시답안 및 채점기준_fv.pdf","7-2. [의약학계_생명과학] 2026 모의논술고사 예시답안 및 채점기준_fv.pdf",pdf,94963,"기타"
"/Volumes/Untitled/업로드 전/8_v0721_바이오리포트_미세플라스틱_최종.pdf","8_v0721_바이오리포트_미세플라스틱_최종.pdf",pdf,2823513,"기타"
"/Volumes/Untitled/업로드 전/09 이하 수험생들 필수 시청_2028 수능 예시문항 리뷰 with 이투스_from Youtube to Lilys_20250709.pdf","09 이하 수험생들 필수 시청_2028 수능 예시문항 리뷰 with 이투스_from Youtube to Lilys_20250709.pdf",pdf,1023057,"기타"
"/Volumes/Untitled/업로드 전/9_v0721_바이오리포트_기타_최종.pdf","9_v0721_바이오리포트_기타_최종.pdf",pdf,6368669,"기타"
"/Volumes/Untitled/업로드 전/9월 배치참고표(실채점) I 고속성장.xlsx","9월 배치참고표(실채점) I 고속성장.xlsx",xlsx,20705100,"기타"
"/Volumes/Untitled/업로드 전/9월 학평 및 평가원 모의수능 등급컷 점수(9월 3일 23시 기준)_20250904.xlsx","9월 학평 및 평가원 모의수능 등급컷 점수(9월 3일 23시 기준)_20250904.xlsx",xlsx,70929,"기타"
"/Volumes/Untitled/업로드 전/12. 수능연계_2026학년도_EBS수능특강_영어독해연습_어휘List+Test.Zip","12. 수능연계_2026학년도_EBS수능특강_영어독해연습_어휘List+Test.Zip",zip,7257899,"기타"
"/Volumes/Untitled/업로드 전/22개정_중학 국어1_토의토론배움깊이더하기자료집(교사용).pdf","22개정_중학 국어1_토의토론배움깊이더하기자료집(교사용).pdf",pdf,5897865,"기타"
"/Volumes/Untitled/업로드 전/22개정_중학 국어1_토의토론배움깊이더하기자료집(학생용).pdf","22개정_중학 국어1_토의토론배움깊이더하기자료집(학생용).pdf",pdf,5748998,"기타"
"/Volumes/Untitled/업로드 전/24.07 비파트너스코리아 물품공급 계약서(초안).docx","24.07 비파트너스코리아 물품공급 계약서(초안).docx",docx,16846,"기타"
"/Volumes/Untitled/업로드 전/26대비 파이널 시간표 3 합본.박기호논술학원 -박기호 (251013) 확정 외부공개용.pdf","26대비 파이널 시간표 3 합본.박기호논술학원 -박기호 (251013) 확정 외부공개용.pdf",pdf,1148763,"기타"
"/Volumes/Untitled/업로드 전/26수능을 앞두고.._응원과 시작.pptx","26수능을 앞두고.._응원과 시작.pptx",pptx,782033,"기타"
"/Volumes/Untitled/업로드 전/26학년도 수시 모집요강_1.zip","26학년도 수시 모집요강_1.zip",zip,150801381,"기타"
"/Volumes/Untitled/업로드 전/26학년도 수시모집요강_2.zip","26학년도 수시모집요강_2.zip",zip,202885716,"기타"
"/Volumes/Untitled/업로드 전/27_수능상상(1)공통+기하(교사용)_박승동 선생님.pdf","27_수능상상(1)공통+기하(교사용)_박승동 선생님.pdf",pdf,1616548,"기타"
"/Volumes/Untitled/업로드 전/27_수능상상(1)공통+기하(학생용)_박승동 선생님.pdf","27_수능상상(1)공통+기하(학생용)_박승동 선생님.pdf",pdf,1195377,"기타"
"/Volumes/Untitled/업로드 전/27_수능상상(1)공통+미적(교사용)_박승동 선생님.pdf","27_수능상상(1)공통+미적(교사용)_박승동 선생님.pdf",pdf,1205477,"기타"
"/Volumes/Untitled/업로드 전/27_수능상상(1)공통+미적(학생용)_박승동 선생님.pdf","27_수능상상(1)공통+미적(학생용)_박승동 선생님.pdf",pdf,836257,"기타"
"/Volumes/Untitled/업로드 전/27_수능상상(1)공통+확통(교사용)_박승동 선생님.pdf","27_수능상상(1)공통+확통(교사용)_박승동 선생님.pdf",pdf,1177901,"기타"
"/Volumes/Untitled/업로드 전/27_수능상상(1)공통+확통(학생용)_박승동 선생님.pdf","27_수능상상(1)공통+확통(학생용)_박승동 선생님.pdf",pdf,928585,"기타"
"/Volumes/Untitled/업로드 전/27학년도 워너비 하프 모의고사 6회 문제 최종.pdf","27학년도 워너비 하프 모의고사 6회 문제 최종.pdf",pdf,208217,"기타"
"/Volumes/Untitled/업로드 전/28일 작전 수리논술 모의고사 2회.pdf","28일 작전 수리논술 모의고사 2회.pdf",pdf,319157,"기타"
"/Volumes/Untitled/업로드 전/49. 도심의 변화에 따른 기존학교(중학교) 균형 배치 연구.pdf","49. 도심의 변화에 따른 기존학교(중학교) 균형 배치 연구.pdf",pdf,8173973,"기타"
"/Volumes/Untitled/업로드 전/57번 샘플_공통수학1 중간 서술형 교재 '주도권'.pdf","57번 샘플_공통수학1 중간 서술형 교재 '주도권'.pdf",pdf,7464387,"기타"
"/Volumes/Untitled/업로드 전/72. 경기미래교육 실현을 위한 경기온라인학교 운영 방안 연구.pdf","72. 경기미래교육 실현을 위한 경기온라인학교 운영 방안 연구.pdf",pdf,1774801,"기타"
"/Volumes/Untitled/업로드 전/74. 경기도형 과학중점학교 발전방안 연구.pdf","74. 경기도형 과학중점학교 발전방안 연구.pdf",pdf,1211072,"기타"
"/Volumes/Untitled/업로드 전/102개 지역별 대학목록_지방 국공립대 포함.hwp","102개 지역별 대학목록_지방 국공립대 포함.hwp",hwp,48640,"기타"
"/Volumes/Untitled/업로드 전/2018~2025년 평가원 영어 정답률 분석.pdf","2018~2025년 평가원 영어 정답률 분석.pdf",pdf,82763,"기타"
"/Volumes/Untitled/업로드 전/2021.04.30_학원현황.xlsx","2021.04.30_학원현황.xlsx",xlsx,1884762,"기타"
"/Volumes/Untitled/업로드 전/2022 개정 교육과정 계열별 학과 안내_충남교육청.pdf","2022 개정 교육과정 계열별 학과 안내_충남교육청.pdf",pdf,2964438,"기타"
"/Volumes/Untitled/업로드 전/2022 개정 교육과정 계열별 학과 안내_충청남도교육청.pdf","2022 개정 교육과정 계열별 학과 안내_충청남도교육청.pdf",pdf,2964438,"기타"
"/Volumes/Untitled/업로드 전/2022 개정 교육과정 고등학교 과목 선택 네비게이션(2025.5.22.).zip","2022 개정 교육과정 고등학교 과목 선택 네비게이션(2025.5.22.).zip",zip,795382,"기타"
"/Volumes/Untitled/업로드 전/2022 개정 교육과정 고등학교 과목 선택 안내서(2025.5.22.).pdf","2022 개정 교육과정 고등학교 과목 선택 안내서(2025.5.22.).pdf",pdf,127651788,"기타"
"/Volumes/Untitled/업로드 전/2022 개정 교육과정 반영 초중고 수학 연관 단원맵.pdf","2022 개정 교육과정 반영 초중고 수학 연관 단원맵.pdf",pdf,1069683,"기타"
"/Volumes/Untitled/업로드 전/2022 개정 교육과정 통합과학과 빌 브라이슨 '거의 모든 것의 역사 융합'_혁신_by Google NotebookLM Slide 자료_3가지 관점.pdf","2022 개정 교육과정 통합과학과 빌 브라이슨 '거의 모든 것의 역사 융합'_혁신_by Google NotebookLM Slide 자료_3가지 관점.pdf",pdf,15139301,"기타"
"/Volumes/Untitled/업로드 전/2022 개정 교육과정에 따른 중학교 학생평가 안내서(톺아보기)_교육부, 17개 시도교육청, 한국교육과정평가원.pdf","2022 개정 교육과정에 따른 중학교 학생평가 안내서(톺아보기)_교육부, 17개 시도교육청, 한국교육과정평가원.pdf",pdf,1941087,"기타"
