priority,category_hint,src_path,dst_path,size_mb
3,기타,"/Volumes/Untitled/업로드 전/서울대학교 환경에너지연구실 구성원 저서 및 추천 도서_from Webpage to Gamma_20250302.pdf","/Volumes/Untitled/업로드 후보_v2/기타/서울대학교_환경에너지연구실_구성원_저서_및_추천_도서_from_Webpage_to_Gamma_20250302.pdf",14.21
3,기타,"/Volumes/Untitled/업로드 전/이중 진자 운동과 홈런 타자 스윙의 상관 관계 분석_by NotebookLM Slide.pdf","/Volumes/Untitled/업로드 후보_v2/기타/이중_진자_운동과_홈런_타자_스윙의_상관_관계_분석_by_NotebookLM_Slide.pdf",14.05
3,기타,"/Volumes/Untitled/업로드 전/1. 2026 주요 대학 수시모집전형 분석 및 지원 전략(2025.7.11)-전남교육청(제출용).pdf","/Volumes/Untitled/업로드 후보_v2/기타/1._2026_주요_대학_수시모집전형_분석_및_지원_전략(2025.7.11)-전남교육청(제출용).pdf",13.80
3,기타,"/Volumes/Untitled/업로드 전/초등미술 4학년_교과서활동지모음집(최종) - 웹용.pdf","/Volumes/Untitled/업로드 후보_v2/기타/초등미술_4학년_교과서활동지모음집(최종)_-_웹용.pdf",13.79
3,기타,"/Volumes/Untitled/업로드 전/2025 학생부 기재요령 교과학습발달상황(1학년).pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_학생부_기재요령_교과학습발달상황(1학년).pdf",13.76
3,기타,"/Volumes/Untitled/업로드 전/1_v0721_바이오리포트_신약개발_최종.pdf","/Volumes/Untitled/업로드 후보_v2/기타/1_v0721_바이오리포트_신약개발_최종.pdf",13.71
3,기타,"/Volumes/Untitled/업로드 전/(이투스) 고3_2026학년도 9월_상위누적(가채점)_밴드용.xls","/Volumes/Untitled/업로드 후보_v2/기타/(이투스)_고3_2026학년도_9월_상위누적(가채점)_밴드용.xls",13.57
3,기타,"/Volumes/Untitled/업로드 전/(이투스) 고3_2026학년도 9월_상위누적(가채점)_밴드용_20250904.xls","/Volumes/Untitled/업로드 후보_v2/기타/(이투스)_고3_2026학년도_9월_상위누적(가채점)_밴드용_20250904.xls",13.56
3,기타,"/Volumes/Untitled/업로드 전/자율전공선발학생의 전공선택과 진로.pdf","/Volumes/Untitled/업로드 후보_v2/기타/자율전공선발학생의_전공선택과_진로.pdf",13.53
3,기타,"/Volumes/Untitled/업로드 전/2028 대입 지방고 필승 전략_블루프린트_from Google Gemini Deep Research to NotebookLM Slide_20251209.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2028_대입_지방고_필승_전략_블루프린트_from_Google_Gemini_Deep_Research_to_NotebookLM_Slide_20251209.pdf",13.08
3,기타,"/Volumes/Untitled/업로드 전/생성형AI를 활용한 인사관리_4.pdf","/Volumes/Untitled/업로드 후보_v2/기타/생성형AI를_활용한_인사관리_4.pdf",13.06
3,기타,"/Volumes/Untitled/업로드 전/(고등학교) 창체로 여는 길.pdf","/Volumes/Untitled/업로드 후보_v2/기타/(고등학교)_창체로_여는_길.pdf",12.98
3,기타,"/Volumes/Untitled/업로드 전/대입정보매거진_vol.134_2025년 10월_대교협.pdf","/Volumes/Untitled/업로드 후보_v2/기타/대입정보매거진_vol.134_2025년_10월_대교협.pdf",12.91
3,기타,"/Volumes/Untitled/업로드 전/[경상북도교육청] 고등학교 경제교육 교수학습자료(2022).pdf","/Volumes/Untitled/업로드 후보_v2/기타/[경상북도교육청]_고등학교_경제교육_교수학습자료(2022).pdf",12.81
3,기타,"/Volumes/Untitled/업로드 전/AI 기술의 급속한 발달과 이미 시작된 주니어 소멸_by 세바시 강연 with 박태웅 녹서포럼 의장_from Youtube to NotebookLM Slide_20251229.pdf","/Volumes/Untitled/업로드 후보_v2/기타/AI_기술의_급속한_발달과_이미_시작된_주니어_소멸_by_세바시_강연_with_박태웅_녹서포럼_의장_from_Youtube_to_NotebookLM_Slide_20251229.pdf",12.76
3,기타,"/Volumes/Untitled/업로드 전/나와 함께 준비하는 중학생활(최종본).pdf","/Volumes/Untitled/업로드 후보_v2/기타/나와_함께_준비하는_중학생활(최종본).pdf",12.71
3,기타,"/Volumes/Untitled/업로드 전/2026_중앙대_학생부종합_가이드북.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026_중앙대_학생부종합_가이드북.pdf",12.61
3,기타,"/Volumes/Untitled/업로드 전/2026학년도 경남교육청 대입을 위한 면접 전략 자료집 학생부 기반 면접 자료집.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026학년도_경남교육청_대입을_위한_면접_전략_자료집_학생부_기반_면접_자료집.pdf",12.49
3,기타,"/Volumes/Untitled/업로드 전/런던 베이글 뮤지엄_시장 분석 및 미래 전략_by Felo Agent Report to PDF_20250818.pdf","/Volumes/Untitled/업로드 후보_v2/기타/런던_베이글_뮤지엄_시장_분석_및_미래_전략_by_Felo_Agent_Report_to_PDF_20250818.pdf",12.29
3,기타,"/Volumes/Untitled/업로드 전/NEW_태재대학교 2026입학설명회_20251201.pdf","/Volumes/Untitled/업로드 후보_v2/기타/NEW_태재대학교_2026입학설명회_20251201.pdf",12.19
3,기타,"/Volumes/Untitled/업로드 전/2026 사탐런 고민중이라면_대학미래연구소 이재진 소장_from Youtube to Gamma_20250217.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026_사탐런_고민중이라면_대학미래연구소_이재진_소장_from_Youtube_to_Gamma_20250217.pdf",12.13
3,기타,"/Volumes/Untitled/업로드 전/고등학생+대입정보+가이드북 (1).pdf","/Volumes/Untitled/업로드 후보_v2/기타/고등학생+대입정보+가이드북_(1).pdf",12.13
3,기타,"/Volumes/Untitled/업로드 전/경기도교육청_IB 중학교 교육 프로그램(MYP).pdf","/Volumes/Untitled/업로드 후보_v2/기타/경기도교육청_IB_중학교_교육_프로그램(MYP).pdf",11.85
3,기타,"/Volumes/Untitled/업로드 전/1-2. 과목 선택 지도.pdf","/Volumes/Untitled/업로드 후보_v2/기타/1-2._과목_선택_지도.pdf",11.84
3,기타,"/Volumes/Untitled/업로드 전/쎈(SEN)진학 2026 정시 대학별분석1 서울권 일반대학교 책갈피 추가 by 훈선생.pdf","/Volumes/Untitled/업로드 후보_v2/기타/쎈(SEN)진학_2026_정시_대학별분석1_서울권_일반대학교_책갈피_추가_by_훈선생.pdf",11.81
3,기타,"/Volumes/Untitled/업로드 전/대입제도의변화와선택형교육과정지도사례(목포고 송미강).pdf","/Volumes/Untitled/업로드 후보_v2/기타/대입제도의변화와선택형교육과정지도사례(목포고_송미강).pdf",11.28
3,기타,"/Volumes/Untitled/업로드 전/이용덕 강연 미래 꿈 도전 Nov 5 25 2025.pdf","/Volumes/Untitled/업로드 후보_v2/기타/이용덕_강연_미래_꿈_도전_Nov_5_25_2025.pdf",11.27
3,기타,"/Volumes/Untitled/업로드 전/2_쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅰ(서울권).pdf","/Volumes/Untitled/업로드 후보_v2/기타/2_쎈(SEN)진학_2026_대입_수시_대학별_분석Ⅰ(서울권).pdf",11.19
3,기타,"/Volumes/Untitled/업로드 전/2025 중등 교과별 논술형 평가 문항(수학).pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_중등_교과별_논술형_평가_문항(수학).pdf",11.18
3,기타,"/Volumes/Untitled/업로드 전/고교학점제 미리보기(학생용 배부자료)_인천광역시교육청 고교학점제 지원센터.pdf","/Volumes/Untitled/업로드 후보_v2/기타/고교학점제_미리보기(학생용_배부자료)_인천광역시교육청_고교학점제_지원센터.pdf",10.97
3,기타,"/Volumes/Untitled/업로드 전/2025 중앙대 교사 대상 결과 공유 세미나_20260208.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_중앙대_교사_대상_결과_공유_세미나_20260208.pdf",10.89
3,기타,"/Volumes/Untitled/업로드 전/[내지] 2025 북한인권백서(국문)_8차편집(수정) _웹용.pdf","/Volumes/Untitled/업로드 후보_v2/기타/[내지]_2025_북한인권백서(국문)_8차편집(수정)_웹용.pdf",10.83
3,기타,"/Volumes/Untitled/업로드 전/★(중학교)+2022+개정+교육과정+범교과+주제+적용+안내자료_교육부.pdf","/Volumes/Untitled/업로드 후보_v2/기타/★(중학교)+2022+개정+교육과정+범교과+주제+적용+안내자료_교육부.pdf",10.71
3,기타,"/Volumes/Untitled/업로드 전/2025학년도 학교생활기록부 기재요령 주요 개정사항_연수 강의 자료(중)(배포용자료).pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025학년도_학교생활기록부_기재요령_주요_개정사항_연수_강의_자료(중)(배포용자료).pdf",10.61
3,기타,"/Volumes/Untitled/업로드 전/2025 중등 교과별 논술형 평가 문항(영어).pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_중등_교과별_논술형_평가_문항(영어).pdf",10.58
3,기타,"/Volumes/Untitled/업로드 전/2025 중등 교과별 논술형 평가 문항(국어).pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_중등_교과별_논술형_평가_문항(국어).pdf",10.32
3,기타,"/Volumes/Untitled/업로드 전/최종_DFS2024_0115_page.pptx","/Volumes/Untitled/업로드 후보_v2/기타/최종_DFS2024_0115_page.pptx",10.31
3,기타,"/Volumes/Untitled/업로드 전/2026 대입의 이해와 대비(전남교육청_면목고 이재영).pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026_대입의_이해와_대비(전남교육청_면목고_이재영).pdf",10.30
3,기타,"/Volumes/Untitled/업로드 전/AI 피드백 시스템 워크플로우.pdf","/Volumes/Untitled/업로드 후보_v2/기타/AI_피드백_시스템_워크플로우.pdf",10.22
3,기타,"/Volumes/Untitled/업로드 전/2025 대입 수시모집 대비 면접자료집_부산광역시교육청_20240915.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_대입_수시모집_대비_면접자료집_부산광역시교육청_20240915.pdf",10.18
3,기타,"/Volumes/Untitled/업로드 전/KHU_Alliance 진로진학상담교사 워크숍 자료집.pdf","/Volumes/Untitled/업로드 후보_v2/기타/KHU_Alliance_진로진학상담교사_워크숍_자료집.pdf",10.17
3,기타,"/Volumes/Untitled/업로드 전/2025년 신입생 학부모를 위한 중학교 안내서_경기도교육청.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025년_신입생_학부모를_위한_중학교_안내서_경기도교육청.pdf",10.03
3,기타,"/Volumes/Untitled/업로드 전/2025학년도 부산교육청 수시모집 대비 면접자료집.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025학년도_부산교육청_수시모집_대비_면접자료집.pdf",9.97
3,기타,"/Volumes/Untitled/업로드 전/2025 신입생 학부모교육자료집《중학교》_경기도교육청.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_신입생_학부모교육자료집《중학교》_경기도교육청.pdf",9.96
3,기타,"/Volumes/Untitled/업로드 전/2-2. 성공적인 진학지도.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2-2._성공적인_진학지도.pdf",9.95
3,기타,"/Volumes/Untitled/업로드 전/메가스터디 조정식.pptx","/Volumes/Untitled/업로드 후보_v2/기타/메가스터디_조정식.pptx",9.94
3,기타,"/Volumes/Untitled/업로드 전/[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(과학).pdf","/Volumes/Untitled/업로드 후보_v2/기타/[충청남도교육청]_2026학년도_제시문기반_면접대비_자료집(과학).pdf",9.92
3,기타,"/Volumes/Untitled/업로드 전/보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트3.pdf","/Volumes/Untitled/업로드 후보_v2/기타/보인다_8.0_학부모_진로_진학_Q&A_100선_웹용-최종(20240930)_파트3.pdf",9.89
3,기타,"/Volumes/Untitled/업로드 전/기계공학과 지망생을 위한 학년별 과목 선택 완벽 가이드_NotebookLM Slide.pdf","/Volumes/Untitled/업로드 후보_v2/기타/기계공학과_지망생을_위한_학년별_과목_선택_완벽_가이드_NotebookLM_Slide.pdf",9.87
3,기타,"/Volumes/Untitled/업로드 전/보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트1.pdf","/Volumes/Untitled/업로드 후보_v2/기타/보인다_8.0_학부모_진로_진학_Q&A_100선_웹용-최종(20240930)_파트1.pdf",9.81
3,기타,"/Volumes/Untitled/업로드 전/[경상북도교육청] 중학교 가는 길.pdf","/Volumes/Untitled/업로드 후보_v2/기타/[경상북도교육청]_중학교_가는_길.pdf",9.80
3,기타,"/Volumes/Untitled/업로드 전/The Global Risks Report 2026_21st Edition_World Economic Forum_NotebookLM Slide.pdf","/Volumes/Untitled/업로드 후보_v2/기타/The_Global_Risks_Report_2026_21st_Edition_World_Economic_Forum_NotebookLM_Slide.pdf",9.79
3,기타,"/Volumes/Untitled/업로드 전/보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트4.pdf","/Volumes/Untitled/업로드 후보_v2/기타/보인다_8.0_학부모_진로_진학_Q&A_100선_웹용-최종(20240930)_파트4.pdf",9.77
3,기타,"/Volumes/Untitled/업로드 전/보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트2.pdf","/Volumes/Untitled/업로드 후보_v2/기타/보인다_8.0_학부모_진로_진학_Q&A_100선_웹용-최종(20240930)_파트2.pdf",9.76
3,기타,"/Volumes/Untitled/업로드 전/김영일교육컨설팅 2026 수시배치표(인문2면).pdf","/Volumes/Untitled/업로드 후보_v2/기타/김영일교육컨설팅_2026_수시배치표(인문2면).pdf",9.72
3,기타,"/Volumes/Untitled/업로드 전/보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트5.pdf","/Volumes/Untitled/업로드 후보_v2/기타/보인다_8.0_학부모_진로_진학_Q&A_100선_웹용-최종(20240930)_파트5.pdf",9.72
3,기타,"/Volumes/Untitled/업로드 전/The state of enterprise AI_2025 report_by Open AI_20251208.pdf","/Volumes/Untitled/업로드 후보_v2/기타/The_state_of_enterprise_AI_2025_report_by_Open_AI_20251208.pdf",9.71
3,기타,"/Volumes/Untitled/업로드 전/쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅰ_서울권 일반대학교.pdf","/Volumes/Untitled/업로드 후보_v2/기타/쎈(SEN)진학_2026_대입_수시_대학별_분석Ⅰ_서울권_일반대학교.pdf",9.65
3,기타,"/Volumes/Untitled/업로드 전/[고등학교]고교학점제와 학생부 차별화 전략_학남고 은동현(배포용).pdf","/Volumes/Untitled/업로드 후보_v2/기타/[고등학교]고교학점제와_학생부_차별화_전략_학남고_은동현(배포용).pdf",9.60
3,기타,"/Volumes/Untitled/업로드 전/2025학년도 수시 S-file_배포용_new_ver2 (1).xlsb","/Volumes/Untitled/업로드 후보_v2/기타/2025학년도_수시_S-file_배포용_new_ver2_(1).xlsb",9.58
3,기타,"/Volumes/Untitled/업로드 전/2026 글로벌 첨단기술·미디어·통신(TMT) 산업 전망_by 딜로이트 인사이트 리포트.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026_글로벌_첨단기술·미디어·통신(TMT)_산업_전망_by_딜로이트_인사이트_리포트.pdf",9.46
3,기타,"/Volumes/Untitled/업로드 전/서논술형 평가 도구 개발의 방법과 사례_교과 공통 평가 기준과 요소 분석_교육부 & 한국교육과정평가원 외.pdf","/Volumes/Untitled/업로드 후보_v2/기타/서논술형_평가_도구_개발의_방법과_사례_교과_공통_평가_기준과_요소_분석_교육부_&_한국교육과정평가원_외.pdf",9.41
3,기타,"/Volumes/Untitled/업로드 전/2027학년도 중앙대학교 입학전형시행계획.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2027학년도_중앙대학교_입학전형시행계획.pdf",9.40
3,기타,"/Volumes/Untitled/업로드 전/BioINglobal[No.86] 합성생물학의 미래_정책 과제와 혁신 기회.pdf","/Volumes/Untitled/업로드 후보_v2/기타/BioINglobal[No.86]_합성생물학의_미래_정책_과제와_혁신_기회.pdf",9.39
3,기타,"/Volumes/Untitled/업로드 전/서논술형 평가 도구 개발의 방법과 사례_사회 교과와 과학 교과의 평가 공통점과 차이점 분석_교육부 외.pdf","/Volumes/Untitled/업로드 후보_v2/기타/서논술형_평가_도구_개발의_방법과_사례_사회_교과와_과학_교과의_평가_공통점과_차이점_분석_교육부_외.pdf",9.38
3,기타,"/Volumes/Untitled/업로드 전/2_v0721_바이오리포트_진단및예방_최종.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2_v0721_바이오리포트_진단및예방_최종.pdf",9.35
3,기타,"/Volumes/Untitled/업로드 전/고교 학점제& 학생부 전략 by smart 상근쌤(배포용).pdf","/Volumes/Untitled/업로드 후보_v2/기타/고교_학점제&_학생부_전략_by_smart_상근쌤(배포용).pdf",9.33
3,기타,"/Volumes/Untitled/업로드 전/보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트6.pdf","/Volumes/Untitled/업로드 후보_v2/기타/보인다_8.0_학부모_진로_진학_Q&A_100선_웹용-최종(20240930)_파트6.pdf",9.28
3,기타,"/Volumes/Untitled/업로드 전/서논술형 평가 도구 개발의 방법과 사례_사회 교과 '정보화와 인권의 확장' 사례_교육부 외.pdf","/Volumes/Untitled/업로드 후보_v2/기타/서논술형_평가_도구_개발의_방법과_사례_사회_교과_'정보화와_인권의_확장'_사례_교육부_외.pdf",9.28
3,기타,"/Volumes/Untitled/업로드 전/물올기출.zip","/Volumes/Untitled/업로드 후보_v2/기타/물올기출.zip",9.20
3,기타,"/Volumes/Untitled/업로드 전/문학동네 추천도서_독후 활동지.egg","/Volumes/Untitled/업로드 후보_v2/기타/문학동네_추천도서_독후_활동지.egg",9.10
3,기타,"/Volumes/Untitled/업로드 전/[중학교]고교학점제와 학생부 차별화 전략_학남고 은동현(배포용).pdf","/Volumes/Untitled/업로드 후보_v2/기타/[중학교]고교학점제와_학생부_차별화_전략_학남고_은동현(배포용).pdf",9.06
3,기타,"/Volumes/Untitled/업로드 전/학부모연수_1교시_임진택_고교학점제에 따른 진로 학업 설계 방향.pdf","/Volumes/Untitled/업로드 후보_v2/기타/학부모연수_1교시_임진택_고교학점제에_따른_진로_학업_설계_방향.pdf",8.98
3,기타,"/Volumes/Untitled/업로드 전/고1 독서 by 밋mit.pdf","/Volumes/Untitled/업로드 후보_v2/기타/고1_독서_by_밋mit.pdf",8.94
3,기타,"/Volumes/Untitled/업로드 전/20231216_블랙홀_김창석.pdf","/Volumes/Untitled/업로드 후보_v2/기타/20231216_블랙홀_김창석.pdf",8.86
3,기타,"/Volumes/Untitled/업로드 전/2025학년도 수시 S-file_배포용_new_ver4.xlsb","/Volumes/Untitled/업로드 후보_v2/기타/2025학년도_수시_S-file_배포용_new_ver4.xlsb",8.86
3,기타,"/Volumes/Untitled/업로드 전/[해군사관학교] 2026년 2월의 추천도서.pdf","/Volumes/Untitled/업로드 후보_v2/기타/[해군사관학교]_2026년_2월의_추천도서.pdf",8.80
3,기타,"/Volumes/Untitled/업로드 전/쎈(SEN)진학 2026 정시 대학별분석3 수도권대학교 책갈피 추가 by 훈선생.pdf","/Volumes/Untitled/업로드 후보_v2/기타/쎈(SEN)진학_2026_정시_대학별분석3_수도권대학교_책갈피_추가_by_훈선생.pdf",8.62
3,기타,"/Volumes/Untitled/업로드 전/(이정민) 미래대학교육 방향과 학생맞춤형 교육 성과.pdf","/Volumes/Untitled/업로드 후보_v2/기타/(이정민)_미래대학교육_방향과_학생맞춤형_교육_성과.pdf",8.61
3,기타,"/Volumes/Untitled/업로드 전/2026_동국대_학생부종합전형_가이드북.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026_동국대_학생부종합전형_가이드북.pdf",8.61
3,기타,"/Volumes/Untitled/업로드 전/연구보고서_2024-29_고령친화산업_실태_및_성장잠재력_분석과_발전과제.pdf","/Volumes/Untitled/업로드 후보_v2/기타/연구보고서_2024-29_고령친화산업_실태_및_성장잠재력_분석과_발전과제.pdf",8.58
3,기타,"/Volumes/Untitled/업로드 전/학부모연수_2교시_김재선_학생성공시대를 실현하는 학생 선택 교육과정의 이해와 실제.pdf","/Volumes/Untitled/업로드 후보_v2/기타/학부모연수_2교시_김재선_학생성공시대를_실현하는_학생_선택_교육과정의_이해와_실제.pdf",8.55
3,기타,"/Volumes/Untitled/업로드 전/2026학년도 대입 전형 변화 분석_by 유니브클래스_from Youtibe to Gamma(PPT)_20240117.pptx","/Volumes/Untitled/업로드 후보_v2/기타/2026학년도_대입_전형_변화_분석_by_유니브클래스_from_Youtibe_to_Gamma(PPT)_20240117.pptx",8.52
3,기타,"/Volumes/Untitled/업로드 전/2025광주진로진학박람회_체육계열 설명회_강의자료_노동기 선생님 제공.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025광주진로진학박람회_체육계열_설명회_강의자료_노동기_선생님_제공.pdf",8.50
3,기타,"/Volumes/Untitled/업로드 전/깊이있는 수업 소식 다함께 나누다(vol 3) 10월호.pdf","/Volumes/Untitled/업로드 후보_v2/기타/깊이있는_수업_소식_다함께_나누다(vol_3)_10월호.pdf",8.50
3,기타,"/Volumes/Untitled/업로드 전/Sam Altman Thinks-We Need To Change Our Social Contract_인공지능 시대의 사회 계약 변화_from Youtube to Gamma_20250205.pdf","/Volumes/Untitled/업로드 후보_v2/기타/Sam_Altman_Thinks-We_Need_To_Change_Our_Social_Contract_인공지능_시대의_사회_계약_변화_from_Youtube_to_Gamma_20250205.pdf",8.41
3,기타,"/Volumes/Untitled/업로드 전/인류와 AI의 결합이 가져올 소름 끼치는 미래_by 선명한 지구인 with 레이 커즈와일_from Youtube to Gamma_20250621.pdf","/Volumes/Untitled/업로드 후보_v2/기타/인류와_AI의_결합이_가져올_소름_끼치는_미래_by_선명한_지구인_with_레이_커즈와일_from_Youtube_to_Gamma_20250621.pdf",8.38
3,기타,"/Volumes/Untitled/업로드 전/[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(수학).pdf","/Volumes/Untitled/업로드 후보_v2/기타/[충청남도교육청]_2026학년도_제시문기반_면접대비_자료집(수학).pdf",8.35
3,기타,"/Volumes/Untitled/업로드 전/2025 디지털 튜터 업무길라잡이.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_디지털_튜터_업무길라잡이.pdf",8.32
3,기타,"/Volumes/Untitled/업로드 전/독서 방법론 과외식 설명 자료.pdf","/Volumes/Untitled/업로드 후보_v2/기타/독서_방법론_과외식_설명_자료.pdf",8.32
3,기타,"/Volumes/Untitled/업로드 전/2025 KB골든라이프 보고서.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2025_KB골든라이프_보고서.pdf",8.22
3,기타,"/Volumes/Untitled/업로드 전/우리몸모형자료모음집(웹용).pdf","/Volumes/Untitled/업로드 후보_v2/기타/우리몸모형자료모음집(웹용).pdf",8.18
3,기타,"/Volumes/Untitled/업로드 전/2026 체육대학 입시의 이해 및 준비 방법-부산교육청 최종(배포용).pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026_체육대학_입시의_이해_및_준비_방법-부산교육청_최종(배포용).pdf",8.14
3,기타,"/Volumes/Untitled/업로드 전/서울대생이 추천하는 '중·고등학교 때 꼭 읽어보면 좋을 책_by 스튜디오S_from Youtube to Gamma_20240827.pdf","/Volumes/Untitled/업로드 후보_v2/기타/서울대생이_추천하는_'중·고등학교_때_꼭_읽어보면_좋을_책_by_스튜디오S_from_Youtube_to_Gamma_20240827.pdf",8.12
3,기타,"/Volumes/Untitled/업로드 전/2025학년도 고등학교 학교생활기록부 기재요령 주요 개정사항(강진고 이승미).pptx","/Volumes/Untitled/업로드 후보_v2/기타/2025학년도_고등학교_학교생활기록부_기재요령_주요_개정사항(강진고_이승미).pptx",8.09
3,기타,"/Volumes/Untitled/업로드 전/김영일교육컨설팅 2026 수시배치표(자연2면).pdf","/Volumes/Untitled/업로드 후보_v2/기타/김영일교육컨설팅_2026_수시배치표(자연2면).pdf",8.05
3,기타,"/Volumes/Untitled/업로드 전/대학교육 9 대학교육지 224호_대학의 관점에서 보는 2028 대입제도_김경범 서울대학교 서어서문학과 기금교수_20240401.pdf","/Volumes/Untitled/업로드 후보_v2/기타/대학교육_9_대학교육지_224호_대학의_관점에서_보는_2028_대입제도_김경범_서울대학교_서어서문학과_기금교수_20240401.pdf",8.00
3,기타,"/Volumes/Untitled/업로드 전/대학입학 용어사전.pdf","/Volumes/Untitled/업로드 후보_v2/기타/대학입학_용어사전.pdf",7.91
3,기타,"/Volumes/Untitled/업로드 전/외국보다 더 멋진 대한민국 여행지 5곳_by 여행 브로셔_from Youtube to Gamma_20230507.pdf","/Volumes/Untitled/업로드 후보_v2/기타/외국보다_더_멋진_대한민국_여행지_5곳_by_여행_브로셔_from_Youtube_to_Gamma_20230507.pdf",7.81
3,기타,"/Volumes/Untitled/업로드 전/49. 도심의 변화에 따른 기존학교(중학교) 균형 배치 연구.pdf","/Volumes/Untitled/업로드 후보_v2/기타/49._도심의_변화에_따른_기존학교(중학교)_균형_배치_연구.pdf",7.80
3,기타,"/Volumes/Untitled/업로드 전/붙임_5극3특 국가균형성장 추진전략 설계도안(요약+전체) (1).hwp","/Volumes/Untitled/업로드 후보_v2/기타/붙임_5극3특_국가균형성장_추진전략_설계도안(요약+전체)_(1).hwp",7.80
3,기타,"/Volumes/Untitled/업로드 전/(C강좌 2차시) 2026 대입전형의 이해와 지원전략(상반기진학지도역량연수).pdf","/Volumes/Untitled/업로드 후보_v2/기타/(C강좌_2차시)_2026_대입전형의_이해와_지원전략(상반기진학지도역량연수).pdf",7.74
3,기타,"/Volumes/Untitled/업로드 전/3_v0721_바이오리포트_빅데이터_최종.pdf","/Volumes/Untitled/업로드 후보_v2/기타/3_v0721_바이오리포트_빅데이터_최종.pdf",7.74
3,기타,"/Volumes/Untitled/업로드 전/서울대 학생들의 과탐 선택 가이드_by 스튜디오 샤_from Youtube to Gamma_20250218.pdf","/Volumes/Untitled/업로드 후보_v2/기타/서울대_학생들의_과탐_선택_가이드_by_스튜디오_샤_from_Youtube_to_Gamma_20250218.pdf",7.65
3,기타,"/Volumes/Untitled/업로드 전/교과서를 활용한 탐구활동.pdf","/Volumes/Untitled/업로드 후보_v2/기타/교과서를_활용한_탐구활동.pdf",7.58
3,기타,"/Volumes/Untitled/업로드 전/생성형 AI의 발달이 대학 전공에 미치는 영향_by 미래채널 MyF_from Youtube to Gamma_20250614.pdf","/Volumes/Untitled/업로드 후보_v2/기타/생성형_AI의_발달이_대학_전공에_미치는_영향_by_미래채널_MyF_from_Youtube_to_Gamma_20250614.pdf",7.49
3,기타,"/Volumes/Untitled/업로드 전/면접특강 by 상근쌤.pdf","/Volumes/Untitled/업로드 후보_v2/기타/면접특강_by_상근쌤.pdf",7.47
3,기타,"/Volumes/Untitled/업로드 전/서울대 학생들의 과탐 선택 가이드_by 스튜디오 샤_from Youtube to Gamma(PPT)_20250218.pptx","/Volumes/Untitled/업로드 후보_v2/기타/서울대_학생들의_과탐_선택_가이드_by_스튜디오_샤_from_Youtube_to_Gamma(PPT)_20250218.pptx",7.43
3,기타,"/Volumes/Untitled/업로드 전/(250422)2025. 학교생활기록부 기재 역량강화 연수 강의원고(중마고_박서영).pdf","/Volumes/Untitled/업로드 후보_v2/기타/(250422)2025._학교생활기록부_기재_역량강화_연수_강의원고(중마고_박서영).pdf",7.42
3,기타,"/Volumes/Untitled/업로드 전/2026 알토란! 수시대박 입맞춤(기본편 in 서울권)(20240903)(완료)-2.pdf","/Volumes/Untitled/업로드 후보_v2/기타/2026_알토란!_수시대박_입맞춤(기본편_in_서울권)(20240903)(완료)-2.pdf",7.38
3,기타,"/Volumes/Untitled/업로드 전/3. (교사용)2026 대입 수시모집 미술계열 분석과 전략.pdf","/Volumes/Untitled/업로드 후보_v2/기타/3._(교사용)2026_대입_수시모집_미술계열_분석과_전략.pdf",7.34
