path,filename,ext,size_mb,category_hint,priority
"/Volumes/Untitled/업로드 전/이용덕 강연 미래 꿈 도전 Nov 5 25 2025.pdf","이용덕 강연 미래 꿈 도전 Nov 5 25 2025.pdf",pdf,11.27,"기타",3
"/Volumes/Untitled/업로드 전/2_쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅰ(서울권).pdf","2_쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅰ(서울권).pdf",pdf,11.19,"기타",3
"/Volumes/Untitled/업로드 전/2025 중등 교과별 논술형 평가 문항(수학).pdf","2025 중등 교과별 논술형 평가 문항(수학).pdf",pdf,11.18,"기타",3
"/Volumes/Untitled/업로드 전/고교학점제 미리보기(학생용 배부자료)_인천광역시교육청 고교학점제 지원센터.pdf","고교학점제 미리보기(학생용 배부자료)_인천광역시교육청 고교학점제 지원센터.pdf",pdf,10.97,"기타",3
"/Volumes/Untitled/업로드 전/2025 중앙대 교사 대상 결과 공유 세미나_20260208.pdf","2025 중앙대 교사 대상 결과 공유 세미나_20260208.pdf",pdf,10.89,"기타",3
"/Volumes/Untitled/업로드 전/[내지] 2025 북한인권백서(국문)_8차편집(수정) _웹용.pdf","[내지] 2025 북한인권백서(국문)_8차편집(수정) _웹용.pdf",pdf,10.83,"기타",3
"/Volumes/Untitled/업로드 전/★(중학교)+2022+개정+교육과정+범교과+주제+적용+안내자료_교육부.pdf","★(중학교)+2022+개정+교육과정+범교과+주제+적용+안내자료_교육부.pdf",pdf,10.71,"기타",3
"/Volumes/Untitled/업로드 전/2025학년도 학교생활기록부 기재요령 주요 개정사항_연수 강의 자료(중)(배포용자료).pdf","2025학년도 학교생활기록부 기재요령 주요 개정사항_연수 강의 자료(중)(배포용자료).pdf",pdf,10.61,"기타",3
"/Volumes/Untitled/업로드 전/2025 중등 교과별 논술형 평가 문항(영어).pdf","2025 중등 교과별 논술형 평가 문항(영어).pdf",pdf,10.58,"기타",3
"/Volumes/Untitled/업로드 전/2025 중등 교과별 논술형 평가 문항(국어).pdf","2025 중등 교과별 논술형 평가 문항(국어).pdf",pdf,10.32,"기타",3
"/Volumes/Untitled/업로드 전/최종_DFS2024_0115_page.pptx","최종_DFS2024_0115_page.pptx",pptx,10.31,"기타",3
"/Volumes/Untitled/업로드 전/2026 대입의 이해와 대비(전남교육청_면목고 이재영).pdf","2026 대입의 이해와 대비(전남교육청_면목고 이재영).pdf",pdf,10.30,"기타",3
"/Volumes/Untitled/업로드 전/AI 피드백 시스템 워크플로우.pdf","AI 피드백 시스템 워크플로우.pdf",pdf,10.22,"기타",3
"/Volumes/Untitled/업로드 전/2025 대입 수시모집 대비 면접자료집_부산광역시교육청_20240915.pdf","2025 대입 수시모집 대비 면접자료집_부산광역시교육청_20240915.pdf",pdf,10.18,"기타",3
"/Volumes/Untitled/업로드 전/KHU_Alliance 진로진학상담교사 워크숍 자료집.pdf","KHU_Alliance 진로진학상담교사 워크숍 자료집.pdf",pdf,10.17,"기타",3
"/Volumes/Untitled/업로드 전/2025년 신입생 학부모를 위한 중학교 안내서_경기도교육청.pdf","2025년 신입생 학부모를 위한 중학교 안내서_경기도교육청.pdf",pdf,10.03,"기타",3
"/Volumes/Untitled/업로드 전/2025학년도 부산교육청 수시모집 대비 면접자료집.pdf","2025학년도 부산교육청 수시모집 대비 면접자료집.pdf",pdf,9.97,"기타",3
"/Volumes/Untitled/업로드 전/2025 신입생 학부모교육자료집《중학교》_경기도교육청.pdf","2025 신입생 학부모교육자료집《중학교》_경기도교육청.pdf",pdf,9.96,"기타",3
"/Volumes/Untitled/업로드 전/2-2. 성공적인 진학지도.pdf","2-2. 성공적인 진학지도.pdf",pdf,9.95,"기타",3
"/Volumes/Untitled/업로드 전/메가스터디 조정식.pptx","메가스터디 조정식.pptx",pptx,9.94,"기타",3
"/Volumes/Untitled/업로드 전/[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(과학).pdf","[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(과학).pdf",pdf,9.92,"기타",3
"/Volumes/Untitled/업로드 전/보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트3.pdf","보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트3.pdf",pdf,9.89,"기타",3
"/Volumes/Untitled/업로드 전/기계공학과 지망생을 위한 학년별 과목 선택 완벽 가이드_NotebookLM Slide.pdf","기계공학과 지망생을 위한 학년별 과목 선택 완벽 가이드_NotebookLM Slide.pdf",pdf,9.87,"기타",3
"/Volumes/Untitled/업로드 전/보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트1.pdf","보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트1.pdf",pdf,9.81,"기타",3
"/Volumes/Untitled/업로드 전/[경상북도교육청] 중학교 가는 길.pdf","[경상북도교육청] 중학교 가는 길.pdf",pdf,9.80,"기타",3
"/Volumes/Untitled/업로드 전/The Global Risks Report 2026_21st Edition_World Economic Forum_NotebookLM Slide.pdf","The Global Risks Report 2026_21st Edition_World Economic Forum_NotebookLM Slide.pdf",pdf,9.79,"기타",3
"/Volumes/Untitled/업로드 전/보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트4.pdf","보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트4.pdf",pdf,9.77,"기타",3
"/Volumes/Untitled/업로드 전/보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트2.pdf","보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트2.pdf",pdf,9.76,"기타",3
"/Volumes/Untitled/업로드 전/김영일교육컨설팅 2026 수시배치표(인문2면).pdf","김영일교육컨설팅 2026 수시배치표(인문2면).pdf",pdf,9.72,"기타",3
"/Volumes/Untitled/업로드 전/보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트5.pdf","보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트5.pdf",pdf,9.72,"기타",3
"/Volumes/Untitled/업로드 전/The state of enterprise AI_2025 report_by Open AI_20251208.pdf","The state of enterprise AI_2025 report_by Open AI_20251208.pdf",pdf,9.71,"기타",3
"/Volumes/Untitled/업로드 전/쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅰ_서울권 일반대학교.pdf","쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅰ_서울권 일반대학교.pdf",pdf,9.65,"기타",3
"/Volumes/Untitled/업로드 전/[고등학교]고교학점제와 학생부 차별화 전략_학남고 은동현(배포용).pdf","[고등학교]고교학점제와 학생부 차별화 전략_학남고 은동현(배포용).pdf",pdf,9.60,"기타",3
"/Volumes/Untitled/업로드 전/2025학년도 수시 S-file_배포용_new_ver2 (1).xlsb","2025학년도 수시 S-file_배포용_new_ver2 (1).xlsb",xlsb,9.58,"기타",3
"/Volumes/Untitled/업로드 전/2026 글로벌 첨단기술·미디어·통신(TMT) 산업 전망_by 딜로이트 인사이트 리포트.pdf","2026 글로벌 첨단기술·미디어·통신(TMT) 산업 전망_by 딜로이트 인사이트 리포트.pdf",pdf,9.46,"기타",3
"/Volumes/Untitled/업로드 전/서논술형 평가 도구 개발의 방법과 사례_교과 공통 평가 기준과 요소 분석_교육부 & 한국교육과정평가원 외.pdf","서논술형 평가 도구 개발의 방법과 사례_교과 공통 평가 기준과 요소 분석_교육부 & 한국교육과정평가원 외.pdf",pdf,9.41,"기타",3
"/Volumes/Untitled/업로드 전/2027학년도 중앙대학교 입학전형시행계획.pdf","2027학년도 중앙대학교 입학전형시행계획.pdf",pdf,9.40,"기타",3
"/Volumes/Untitled/업로드 전/BioINglobal[No.86] 합성생물학의 미래_정책 과제와 혁신 기회.pdf","BioINglobal[No.86] 합성생물학의 미래_정책 과제와 혁신 기회.pdf",pdf,9.39,"기타",3
"/Volumes/Untitled/업로드 전/서논술형 평가 도구 개발의 방법과 사례_사회 교과와 과학 교과의 평가 공통점과 차이점 분석_교육부 외.pdf","서논술형 평가 도구 개발의 방법과 사례_사회 교과와 과학 교과의 평가 공통점과 차이점 분석_교육부 외.pdf",pdf,9.38,"기타",3
"/Volumes/Untitled/업로드 전/2_v0721_바이오리포트_진단및예방_최종.pdf","2_v0721_바이오리포트_진단및예방_최종.pdf",pdf,9.35,"기타",3
"/Volumes/Untitled/업로드 전/고교 학점제& 학생부 전략 by smart 상근쌤(배포용).pdf","고교 학점제& 학생부 전략 by smart 상근쌤(배포용).pdf",pdf,9.33,"기타",3
"/Volumes/Untitled/업로드 전/보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트6.pdf","보인다 8.0 학부모 진로 진학 Q&A 100선 웹용-최종(20240930)_파트6.pdf",pdf,9.28,"기타",3
"/Volumes/Untitled/업로드 전/서논술형 평가 도구 개발의 방법과 사례_사회 교과 '정보화와 인권의 확장' 사례_교육부 외.pdf","서논술형 평가 도구 개발의 방법과 사례_사회 교과 '정보화와 인권의 확장' 사례_교육부 외.pdf",pdf,9.28,"기타",3
"/Volumes/Untitled/업로드 전/물올기출.zip","물올기출.zip",zip,9.20,"기타",3
"/Volumes/Untitled/업로드 전/문학동네 추천도서_독후 활동지.egg","문학동네 추천도서_독후 활동지.egg",egg,9.10,"기타",3
"/Volumes/Untitled/업로드 전/[중학교]고교학점제와 학생부 차별화 전략_학남고 은동현(배포용).pdf","[중학교]고교학점제와 학생부 차별화 전략_학남고 은동현(배포용).pdf",pdf,9.06,"기타",3
"/Volumes/Untitled/업로드 전/학부모연수_1교시_임진택_고교학점제에 따른 진로 학업 설계 방향.pdf","학부모연수_1교시_임진택_고교학점제에 따른 진로 학업 설계 방향.pdf",pdf,8.98,"기타",3
"/Volumes/Untitled/업로드 전/고1 독서 by 밋mit.pdf","고1 독서 by 밋mit.pdf",pdf,8.94,"기타",3
"/Volumes/Untitled/업로드 전/20231216_블랙홀_김창석.pdf","20231216_블랙홀_김창석.pdf",pdf,8.86,"기타",3
"/Volumes/Untitled/업로드 전/2025학년도 수시 S-file_배포용_new_ver4.xlsb","2025학년도 수시 S-file_배포용_new_ver4.xlsb",xlsb,8.86,"기타",3
"/Volumes/Untitled/업로드 전/[해군사관학교] 2026년 2월의 추천도서.pdf","[해군사관학교] 2026년 2월의 추천도서.pdf",pdf,8.80,"기타",3
"/Volumes/Untitled/업로드 전/쎈(SEN)진학 2026 정시 대학별분석3 수도권대학교 책갈피 추가 by 훈선생.pdf","쎈(SEN)진학 2026 정시 대학별분석3 수도권대학교 책갈피 추가 by 훈선생.pdf",pdf,8.62,"기타",3
"/Volumes/Untitled/업로드 전/(이정민) 미래대학교육 방향과 학생맞춤형 교육 성과.pdf","(이정민) 미래대학교육 방향과 학생맞춤형 교육 성과.pdf",pdf,8.61,"기타",3
"/Volumes/Untitled/업로드 전/2026_동국대_학생부종합전형_가이드북.pdf","2026_동국대_학생부종합전형_가이드북.pdf",pdf,8.61,"기타",3
"/Volumes/Untitled/업로드 전/연구보고서_2024-29_고령친화산업_실태_및_성장잠재력_분석과_발전과제.pdf","연구보고서_2024-29_고령친화산업_실태_및_성장잠재력_분석과_발전과제.pdf",pdf,8.58,"기타",3
"/Volumes/Untitled/업로드 전/학부모연수_2교시_김재선_학생성공시대를 실현하는 학생 선택 교육과정의 이해와 실제.pdf","학부모연수_2교시_김재선_학생성공시대를 실현하는 학생 선택 교육과정의 이해와 실제.pdf",pdf,8.55,"기타",3
"/Volumes/Untitled/업로드 전/2026학년도 대입 전형 변화 분석_by 유니브클래스_from Youtibe to Gamma(PPT)_20240117.pptx","2026학년도 대입 전형 변화 분석_by 유니브클래스_from Youtibe to Gamma(PPT)_20240117.pptx",pptx,8.52,"기타",3
"/Volumes/Untitled/업로드 전/2025광주진로진학박람회_체육계열 설명회_강의자료_노동기 선생님 제공.pdf","2025광주진로진학박람회_체육계열 설명회_강의자료_노동기 선생님 제공.pdf",pdf,8.50,"기타",3
"/Volumes/Untitled/업로드 전/깊이있는 수업 소식 다함께 나누다(vol 3) 10월호.pdf","깊이있는 수업 소식 다함께 나누다(vol 3) 10월호.pdf",pdf,8.50,"기타",3
"/Volumes/Untitled/업로드 전/Sam Altman Thinks-We Need To Change Our Social Contract_인공지능 시대의 사회 계약 변화_from Youtube to Gamma_20250205.pdf","Sam Altman Thinks-We Need To Change Our Social Contract_인공지능 시대의 사회 계약 변화_from Youtube to Gamma_20250205.pdf",pdf,8.41,"기타",3
"/Volumes/Untitled/업로드 전/인류와 AI의 결합이 가져올 소름 끼치는 미래_by 선명한 지구인 with 레이 커즈와일_from Youtube to Gamma_20250621.pdf","인류와 AI의 결합이 가져올 소름 끼치는 미래_by 선명한 지구인 with 레이 커즈와일_from Youtube to Gamma_20250621.pdf",pdf,8.38,"기타",3
"/Volumes/Untitled/업로드 전/[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(수학).pdf","[충청남도교육청] 2026학년도 제시문기반 면접대비 자료집(수학).pdf",pdf,8.35,"기타",3
"/Volumes/Untitled/업로드 전/2025 디지털 튜터 업무길라잡이.pdf","2025 디지털 튜터 업무길라잡이.pdf",pdf,8.32,"기타",3
"/Volumes/Untitled/업로드 전/독서 방법론 과외식 설명 자료.pdf","독서 방법론 과외식 설명 자료.pdf",pdf,8.32,"기타",3
"/Volumes/Untitled/업로드 전/2025 KB골든라이프 보고서.pdf","2025 KB골든라이프 보고서.pdf",pdf,8.22,"기타",3
"/Volumes/Untitled/업로드 전/우리몸모형자료모음집(웹용).pdf","우리몸모형자료모음집(웹용).pdf",pdf,8.18,"기타",3
"/Volumes/Untitled/업로드 전/2026 체육대학 입시의 이해 및 준비 방법-부산교육청 최종(배포용).pdf","2026 체육대학 입시의 이해 및 준비 방법-부산교육청 최종(배포용).pdf",pdf,8.14,"기타",3
"/Volumes/Untitled/업로드 전/서울대생이 추천하는 '중·고등학교 때 꼭 읽어보면 좋을 책_by 스튜디오S_from Youtube to Gamma_20240827.pdf","서울대생이 추천하는 '중·고등학교 때 꼭 읽어보면 좋을 책_by 스튜디오S_from Youtube to Gamma_20240827.pdf",pdf,8.12,"기타",3
"/Volumes/Untitled/업로드 전/2025학년도 고등학교 학교생활기록부 기재요령 주요 개정사항(강진고 이승미).pptx","2025학년도 고등학교 학교생활기록부 기재요령 주요 개정사항(강진고 이승미).pptx",pptx,8.09,"기타",3
"/Volumes/Untitled/업로드 전/김영일교육컨설팅 2026 수시배치표(자연2면).pdf","김영일교육컨설팅 2026 수시배치표(자연2면).pdf",pdf,8.05,"기타",3
"/Volumes/Untitled/업로드 전/대학교육 9 대학교육지 224호_대학의 관점에서 보는 2028 대입제도_김경범 서울대학교 서어서문학과 기금교수_20240401.pdf","대학교육 9 대학교육지 224호_대학의 관점에서 보는 2028 대입제도_김경범 서울대학교 서어서문학과 기금교수_20240401.pdf",pdf,8.00,"기타",3
"/Volumes/Untitled/업로드 전/대학입학 용어사전.pdf","대학입학 용어사전.pdf",pdf,7.91,"기타",3
"/Volumes/Untitled/업로드 전/외국보다 더 멋진 대한민국 여행지 5곳_by 여행 브로셔_from Youtube to Gamma_20230507.pdf","외국보다 더 멋진 대한민국 여행지 5곳_by 여행 브로셔_from Youtube to Gamma_20230507.pdf",pdf,7.81,"기타",3
"/Volumes/Untitled/업로드 전/49. 도심의 변화에 따른 기존학교(중학교) 균형 배치 연구.pdf","49. 도심의 변화에 따른 기존학교(중학교) 균형 배치 연구.pdf",pdf,7.80,"기타",3
"/Volumes/Untitled/업로드 전/붙임_5극3특 국가균형성장 추진전략 설계도안(요약+전체) (1).hwp","붙임_5극3특 국가균형성장 추진전략 설계도안(요약+전체) (1).hwp",hwp,7.80,"기타",3
"/Volumes/Untitled/업로드 전/(C강좌 2차시) 2026 대입전형의 이해와 지원전략(상반기진학지도역량연수).pdf","(C강좌 2차시) 2026 대입전형의 이해와 지원전략(상반기진학지도역량연수).pdf",pdf,7.74,"기타",3
"/Volumes/Untitled/업로드 전/3_v0721_바이오리포트_빅데이터_최종.pdf","3_v0721_바이오리포트_빅데이터_최종.pdf",pdf,7.74,"기타",3
"/Volumes/Untitled/업로드 전/서울대 학생들의 과탐 선택 가이드_by 스튜디오 샤_from Youtube to Gamma_20250218.pdf","서울대 학생들의 과탐 선택 가이드_by 스튜디오 샤_from Youtube to Gamma_20250218.pdf",pdf,7.65,"기타",3
"/Volumes/Untitled/업로드 전/교과서를 활용한 탐구활동.pdf","교과서를 활용한 탐구활동.pdf",pdf,7.58,"기타",3
"/Volumes/Untitled/업로드 전/생성형 AI의 발달이 대학 전공에 미치는 영향_by 미래채널 MyF_from Youtube to Gamma_20250614.pdf","생성형 AI의 발달이 대학 전공에 미치는 영향_by 미래채널 MyF_from Youtube to Gamma_20250614.pdf",pdf,7.49,"기타",3
"/Volumes/Untitled/업로드 전/면접특강 by 상근쌤.pdf","면접특강 by 상근쌤.pdf",pdf,7.47,"기타",3
"/Volumes/Untitled/업로드 전/서울대 학생들의 과탐 선택 가이드_by 스튜디오 샤_from Youtube to Gamma(PPT)_20250218.pptx","서울대 학생들의 과탐 선택 가이드_by 스튜디오 샤_from Youtube to Gamma(PPT)_20250218.pptx",pptx,7.43,"기타",3
"/Volumes/Untitled/업로드 전/(250422)2025. 학교생활기록부 기재 역량강화 연수 강의원고(중마고_박서영).pdf","(250422)2025. 학교생활기록부 기재 역량강화 연수 강의원고(중마고_박서영).pdf",pdf,7.42,"기타",3
"/Volumes/Untitled/업로드 전/2026 알토란! 수시대박 입맞춤(기본편 in 서울권)(20240903)(완료)-2.pdf","2026 알토란! 수시대박 입맞춤(기본편 in 서울권)(20240903)(완료)-2.pdf",pdf,7.38,"기타",3
"/Volumes/Untitled/업로드 전/3. (교사용)2026 대입 수시모집 미술계열 분석과 전략.pdf","3. (교사용)2026 대입 수시모집 미술계열 분석과 전략.pdf",pdf,7.34,"기타",3
"/Volumes/Untitled/업로드 전/[고등학교][신입생]고교학점제와 학생부 차별화 전략_학남고 은동현(배포용).pdf","[고등학교][신입생]고교학점제와 학생부 차별화 전략_학남고 은동현(배포용).pdf",pdf,7.33,"기타",3
"/Volumes/Untitled/업로드 전/인천광역시교육청_키워드로 대비하는 학생부종합전형_26개 분야 핵심 키워드_ Gamma 피상훈 소장.pdf","인천광역시교육청_키워드로 대비하는 학생부종합전형_26개 분야 핵심 키워드_ Gamma 피상훈 소장.pdf",pdf,7.33,"기타",3
"/Volumes/Untitled/업로드 전/2025 대학별 논술 문항 분석 및 지원 전략 I_경기교육청_20250817.pdf","2025 대학별 논술 문항 분석 및 지원 전략 I_경기교육청_20250817.pdf",pdf,7.30,"기타",3
"/Volumes/Untitled/업로드 전/2025 찾아가는 학부모 고입진로설명회 자료집(게시용).pdf","2025 찾아가는 학부모 고입진로설명회 자료집(게시용).pdf",pdf,7.24,"기타",3
"/Volumes/Untitled/업로드 전/(홈페이지탑재)서울 중학교 학생 학부모 대상 고교학점제 설명회.pdf","(홈페이지탑재)서울 중학교 학생 학부모 대상 고교학점제 설명회.pdf",pdf,7.22,"기타",3
"/Volumes/Untitled/업로드 전/붙임_5극3특 국가균형성장 추진전략 설계도안(요약+전체) (1).hwpx","붙임_5극3특 국가균형성장 추진전략 설계도안(요약+전체) (1).hwpx",hwpx,7.18,"기타",3
"/Volumes/Untitled/업로드 전/(강의1) 2028 대입개편안에 따른 진로진학설계.pdf","(강의1) 2028 대입개편안에 따른 진로진학설계.pdf",pdf,7.14,"기타",3
"/Volumes/Untitled/업로드 전/57번 샘플_공통수학1 중간 서술형 교재 '주도권'.pdf","57번 샘플_공통수학1 중간 서술형 교재 '주도권'.pdf",pdf,7.12,"기타",3
"/Volumes/Untitled/업로드 전/2. (학생학부모용) 2025 대입 수시모집 결과 및 2026 대입 수시모집의 방향.pdf","2. (학생학부모용) 2025 대입 수시모집 결과 및 2026 대입 수시모집의 방향.pdf",pdf,7.08,"기타",3
"/Volumes/Untitled/업로드 전/3_쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅱ(수도권_국가거점국립대).pdf","3_쎈(SEN)진학 2026 대입 수시 대학별 분석Ⅱ(수도권_국가거점국립대).pdf",pdf,7.07,"기타",3
"/Volumes/Untitled/업로드 전/1_쎈(SEN)진학 2026 대입 수시 진학지도 길잡이(총론).pdf","1_쎈(SEN)진학 2026 대입 수시 진학지도 길잡이(총론).pdf",pdf,6.97,"기타",3
"/Volumes/Untitled/업로드 전/12. 수능연계_2026학년도_EBS수능특강_영어독해연습_어휘List+Test.Zip","12. 수능연계_2026학년도_EBS수능특강_영어독해연습_어휘List+Test.Zip",zip,6.92,"기타",3
"/Volumes/Untitled/업로드 전/2025~2021_수시입시결과_대교협발표추가(배포용)_250724.xlsx","2025~2021_수시입시결과_대교협발표추가(배포용)_250724.xlsx",xlsx,6.90,"기타",3
"/Volumes/Untitled/업로드 전/[IT&Future_Strategy_2025-5]_글로벌_AI∙디지털_혁신_사례로_본_국내_기업_AX_전략.pdf","[IT&Future_Strategy_2025-5]_글로벌_AI∙디지털_혁신_사례로_본_국내_기업_AX_전략.pdf",pdf,6.86,"기타",3
"/Volumes/Untitled/업로드 전/(C강좌 1차시) 고교학점제에 따른 선택과목 지도 방안.pdf","(C강좌 1차시) 고교학점제에 따른 선택과목 지도 방안.pdf",pdf,6.82,"기타",3
"/Volumes/Untitled/업로드 전/2026정시파노라마_인천교육청.pdf","2026정시파노라마_인천교육청.pdf",pdf,6.82,"기타",3
"/Volumes/Untitled/업로드 전/[인천시교육청] 2026학년도 대입 정시파노라마.pdf","[인천시교육청] 2026학년도 대입 정시파노라마.pdf",pdf,6.82,"기타",3
"/Volumes/Untitled/업로드 전/김영일교육컨설팅 2026학년도 수시 배치표.pdf","김영일교육컨설팅 2026학년도 수시 배치표.pdf",pdf,6.81,"기타",3
"/Volumes/Untitled/업로드 전/[교육부] 진로연계교육 설계를 위한 디딤돌안내서 (중학교).pdf","[교육부] 진로연계교육 설계를 위한 디딤돌안내서 (중학교).pdf",pdf,6.74,"기타",3
"/Volumes/Untitled/업로드 전/내년 교육계를 좌우할 6가지 핵심 키워드와 교육 변화의 맥락_by 교육대기자TV_from Lilys to Gemini Canvas_20251211.pptx","내년 교육계를 좌우할 6가지 핵심 키워드와 교육 변화의 맥락_by 교육대기자TV_from Lilys to Gemini Canvas_20251211.pptx",pptx,6.73,"기타",3
"/Volumes/Untitled/업로드 전/2024 학부모 질문·진학 Q&A 100선 요약_1장 2022 개정 교육과정 및 정책_by 세종특별자치시교육청 진로교육원_from PDF to Gamma.pdf","2024 학부모 질문·진학 Q&A 100선 요약_1장 2022 개정 교육과정 및 정책_by 세종특별자치시교육청 진로교육원_from PDF to Gamma.pdf",pdf,6.70,"기타",3
"/Volumes/Untitled/업로드 전/고2 독서 by 밋mit.pdf","고2 독서 by 밋mit.pdf",pdf,6.70,"기타",3
"/Volumes/Untitled/업로드 전/[교육부] 진로연계교육 설계를 위한 디딤돌안내서 (고등학교).pdf","[교육부] 진로연계교육 설계를 위한 디딤돌안내서 (고등학교).pdf",pdf,6.69,"기타",3
"/Volumes/Untitled/업로드 전/[자료 1]2025년 연간 도서판매 동향 및 베스트셀러 분석.pdf","[자료 1]2025년 연간 도서판매 동향 및 베스트셀러 분석.pdf",pdf,6.68,"기타",3
"/Volumes/Untitled/업로드 전/[광주시교육청] 빛고을 진로학업설계서 (2025).pdf","[광주시교육청] 빛고을 진로학업설계서 (2025).pdf",pdf,6.61,"기타",3
"/Volumes/Untitled/업로드 전/4_v0721_바이오리포트_인체건강_최종.pdf","4_v0721_바이오리포트_인체건강_최종.pdf",pdf,6.57,"기타",3
"/Volumes/Untitled/업로드 전/2026 대입 수시 합격드림 설명회_ 2부_ 상문고_박창욱선생님.pdf","2026 대입 수시 합격드림 설명회_ 2부_ 상문고_박창욱선생님.pdf",pdf,6.56,"기타",3
"/Volumes/Untitled/업로드 전/(원고) 2026~2027 대입전형의 이해와 효율적인 지도 방안(숭의여교-정제원) (1).pdf","(원고) 2026~2027 대입전형의 이해와 효율적인 지도 방안(숭의여교-정제원) (1).pdf",pdf,6.45,"기타",3
"/Volumes/Untitled/업로드 전/2024~2020_5개년_수시입시결과_대교협 발표자료기준(밴드용)_240816.xlsx","2024~2020_5개년_수시입시결과_대교협 발표자료기준(밴드용)_240816.xlsx",xlsx,6.42,"기타",3
"/Volumes/Untitled/업로드 전/빅뱅에서 고대 문명까지_지구와 인류의 초기 역사 개관_by 쏨작가의 지식사전_from Youtube to Gamma_20200929.pdf","빅뱅에서 고대 문명까지_지구와 인류의 초기 역사 개관_by 쏨작가의 지식사전_from Youtube to Gamma_20200929.pdf",pdf,6.38,"기타",3
"/Volumes/Untitled/업로드 전/[경상남도교육청] 학점기반 교육과정 설계운영을 위한 연수자료 (2025).pdf","[경상남도교육청] 학점기반 교육과정 설계운영을 위한 연수자료 (2025).pdf",pdf,6.35,"기타",3
"/Volumes/Untitled/업로드 전/4. (조만기) 2026 농어촌(전남교육청).pptx","4. (조만기) 2026 농어촌(전남교육청).pptx",pptx,6.30,"기타",3
"/Volumes/Untitled/업로드 전/쎈(SEN)진학 2026 정시 대학별분석2 국가거점국립대학교 책갈피 추가 by 훈선생.pdf","쎈(SEN)진학 2026 정시 대학별분석2 국가거점국립대학교 책갈피 추가 by 훈선생.pdf",pdf,6.25,"기타",3
"/Volumes/Untitled/업로드 전/[2026학년도][인피니트수학연구소][대학수학능력시험 분석지].pdf","[2026학년도][인피니트수학연구소][대학수학능력시험 분석지].pdf",pdf,6.20,"기타",3
"/Volumes/Untitled/업로드 전/2025 중등 논술형 평가 길라잡이.pdf","2025 중등 논술형 평가 길라잡이.pdf",pdf,6.16,"기타",3
"/Volumes/Untitled/업로드 전/최종 수능대비 수1수2확통 기본공식.pdf","최종 수능대비 수1수2확통 기본공식.pdf",pdf,6.13,"기타",3
"/Volumes/Untitled/업로드 전/2028 대입 개편 체제 분석 및 영역별 학습 전략(통합)_by EBSi_20250121.pptx","2028 대입 개편 체제 분석 및 영역별 학습 전략(통합)_by EBSi_20250121.pptx",pptx,6.12,"기타",3
"/Volumes/Untitled/업로드 전/[세종시교육청] 2024 보인다 9.0 대학 전공학과 길라잡이.pdf","[세종시교육청] 2024 보인다 9.0 대학 전공학과 길라잡이.pdf",pdf,6.09,"기타",3
"/Volumes/Untitled/업로드 전/초등 국어 공부법 민성원.pdf","초등 국어 공부법 민성원.pdf",pdf,6.09,"기타",3
"/Volumes/Untitled/업로드 전/9_v0721_바이오리포트_기타_최종.pdf","9_v0721_바이오리포트_기타_최종.pdf",pdf,6.07,"기타",3
"/Volumes/Untitled/업로드 전/예비중1학부모설명회.pptx","예비중1학부모설명회.pptx",pptx,6.07,"기타",3
"/Volumes/Untitled/업로드 전/2026_수시_요강정보(배포용)_250807.xlsx","2026_수시_요강정보(배포용)_250807.xlsx",xlsx,6.01,"기타",3
"/Volumes/Untitled/업로드 전/2025학년도 2022 개정 교육과정 선택 과목 안내서 PPT용 글꼴.zip","2025학년도 2022 개정 교육과정 선택 과목 안내서 PPT용 글꼴.zip",zip,6.00,"기타",3
"/Volumes/Untitled/업로드 전/펜을 만드는 학원_0215_2024.docx","펜을 만드는 학원_0215_2024.docx",docx,6.00,"기타",3
"/Volumes/Untitled/업로드 전/20250926_edusky_databook.pdf","20250926_edusky_databook.pdf",pdf,5.96,"기타",3
"/Volumes/Untitled/업로드 전/이세돌 전 바둑기사_인공지능도 이기는 멘탈 갖추는 법_by 지식인사이드_from Youtube to Gamma_20250118.pdf","이세돌 전 바둑기사_인공지능도 이기는 멘탈 갖추는 법_by 지식인사이드_from Youtube to Gamma_20250118.pdf",pdf,5.96,"기타",3
